question,answer,source_link,topic
Câu hỏi Câu hỏi 6 :Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Câu hỏi Câu hỏi 7 :Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Câu hỏi Câu hỏi 8 :,"Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định tại Điều 12 của Luật BHYT. Trường hợp Người lao động có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương cao nhất. Trường hợp đối tượng Người hoạt động không chuyên trách ở xã, phường, thị trấn đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo thứ tự như sau: do tổ chức BHXH đóng, do ngân sách nhà nước đóng, do đối tượng và Ủy ban nhân dân cấp xã đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Một người đồng thời thuộc nhiều đối tượng tham gia BHYT thì tham gia BHYT theo đối tượng nào?,"Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định tại Điều 12 của Luật BHYT. Trường hợp Người lao động có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương cao nhất. Trường hợp đối tượng Người hoạt động không chuyên trách ở xã, phường, thị trấn đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo thứ tự như sau: do tổ chức BHXH đóng, do ngân sách nhà nước đóng, do đối tượng và Ủy ban nhân dân cấp xã đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Câu hỏi Câu hỏi 9 :,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau: a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động; - Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT; - Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Mức đóng của các đối tượng tham gia BHYT theo quy định của pháp luật BHYT cụ thể như thế nào?. Trách...,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau: a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động; - Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT; - Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Câu hỏi Câu hỏi 10 :,"Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng; Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
"Đối với đối tượng Thân nhân của lực lượng công nhân, viên chức Quốc phòng đang phục vụ trong Quân độ...","Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng; Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Câu hỏi Câu hỏi 11 :,"1. Người thuộc hộ gia đình cận nghèo theo tiêu chí chuẩn cận nghèo theo quy định của Chính phủ, Thủ tướng Chính phủ. 2. Người thuộc hộ gia đình nghèo đa chiều không thuộc trường hợp Người thuộc hộ gia đình nghèo theo tiêu chí về thu nhập, người thuộc hộ nghèo đa chiều có thiếu hụt về BHYT quy định tại Quyết định số 59/2015/QĐ-TTg ngày 19/11/2015 của Thủ tướng Chính phủ ban hành chuẩn nghèo tiếp cận đa chiều áp dụng cho giai đoạn 2016 - 2020 và các quyết định khác của cơ quan có thẩm quyền sửa đổi, bổ sung hoặc thay thế chuẩn nghèo áp dụng cho từng giai đoạn. 3. Học sinh, sinh viên. 4. Người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp và diêm nghiệp có mức sống trung bình theo quy định của Chính phủ, Thủ tướng Chính phủ.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Những đối tượng nào được ngân sách nhà nước hỗ trợ mức đóng BHYT?,"1. Người thuộc hộ gia đình cận nghèo theo tiêu chí chuẩn cận nghèo theo quy định của Chính phủ, Thủ tướng Chính phủ. 2. Người thuộc hộ gia đình nghèo đa chiều không thuộc trường hợp Người thuộc hộ gia đình nghèo theo tiêu chí về thu nhập, người thuộc hộ nghèo đa chiều có thiếu hụt về BHYT quy định tại Quyết định số 59/2015/QĐ-TTg ngày 19/11/2015 của Thủ tướng Chính phủ ban hành chuẩn nghèo tiếp cận đa chiều áp dụng cho giai đoạn 2016 - 2020 và các quyết định khác của cơ quan có thẩm quyền sửa đổi, bổ sung hoặc thay thế chuẩn nghèo áp dụng cho từng giai đoạn. 3. Học sinh, sinh viên. 4. Người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp và diêm nghiệp có mức sống trung bình theo quy định của Chính phủ, Thủ tướng Chính phủ.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Câu hỏi Câu hỏi 12 :,"1. Từ ngày 01/12/2018 Nghị định số 146/2018/NĐ-CP ngày 17/10/2018 của Chính phủ có hiệu lực thi hành thì ngân sách nhà nước hỗ trợ mức đóng BHYT cho một số đối tượng, cụ thể như sau: a) Hỗ trợ 100% mức đóng BHYT đối với người thuộc hộ gia đình cận nghèo đang sinh sống tại các huyện nghèo theo Nghị quyết số 30a/2008/NQ-CP ngày 27/12/2008 của Chính phủ về chương trình hỗ trợ giảm nghèo nhanh và bền vững và các huyện được áp dụng cơ chế, chính sách theo Nghị quyết số 30a/2008/NQ-CP; b) Hỗ trợ tối thiểu 70% mức đóng BHYT đối với đối tượng người thuộc hộ gia đình cận nghèo theo tiêu chí chuẩn cận nghèo theo quy định của Chính phủ, Thủ tướng Chính phủ và Người thuộc hộ gia đình nghèo theo tiêu chí về thu nhập, người thuộc hộ nghèo đa chiều có thiếu hụt về BHYT quy định tại Quyết định số 59/2015/QĐ-TTg ngày 19/11/2015 của Thủ tướng Chính phủ ban hành chuẩn nghèo tiếp cận đa chiều áp dụng cho giai đoạn 2016 - 2020 và các quyết định khác của cơ quan có thẩm quyền",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
