"annotation_id","annotator","answer","bloom","created_at","id","lead_time","question","updated_at"
72,"1","Tiêm chủng là việc đưa vắc xin vào cơ thể con người với mục đích tạo cho cơ thể khả năng đáp ứng miễn dịch để dự phòng bệnh tật. theo Điều 2 của Thông tư số [Số hiệu]/[Năm]/TT-BYT.","Remember","2025-06-28T08:08:50.960883Z",1025,15.414,"Giải thích khái niệm tiêm chủng theo Thông tư?","2025-06-28T08:08:50.960919Z"
73,"1","Khoa Dinh dưỡng hoặc bộ phận Dinh dưỡng trong bệnh viện có nhiệm vụ tham mưu cho lãnh đạo bệnh viện về hoạt động dinh dưỡng trong bệnh viện, xây dựng, triển khai quy trình kỹ thuật chuyên môn về dinh dưỡng lâm sàng trong bệnh viện, tổ chức thực hiện các hoạt động khám, tư vấn và điều trị bằng chế độ dinh dưỡng phù hợp với tình trạng dinh dưỡng và bệnh lý cho người bệnh... theo Điều 9 của Thông tư số [Số hiệu].","Remember","2025-06-28T08:09:12.593781Z",1026,21.166,"Nhiệm vụ của khoa Dinh dưỡng hoặc bộ phận Dinh dưỡng trong bệnh viện là gì?","2025-06-28T08:09:12.593817Z"
74,"1","Hồ sơ bổ nhiệm Giám định viên pháp y và Giám định viên Pháp y tâm thần được quy định tại Điều 3, Thông tư số 02/2014/TT-BYT ngày 15/02/2014 của Bộ Y tế như sau: 1. Văn bản đề nghị bổ nhiệm giám định viên pháp y, giám định viên pháp y tâm thần và danh sách trích ngang theo mẫu quy định tại Phụ lục số 1 ban hành kèm theo Thông tư này; 2. Bản sao chứng thực các văn bằng, chứng chỉ theo tiêu chuẩn bổ nhiệm giám định viên pháp y, giám định viên pháp y tâm thần; 3. Bản sơ yếu lý lịch tự thuật theo mẫu quy định tại Phụ lục số 2 ban hành kèm theo Thông tư này, có dán ảnh màu 4cm x 6cm chụp trước thời gian nộp hồ sơ không quá 06 tháng, đóng dấu giáp lai và xác nhận của cơ quan nhà nước có thẩm quyền; 4. Phiếu lý lịch tư pháp; 5. Giấy xác nhận về thời gian thực tế hoạt động chuyên môn của cơ quan, tổ chức nơi người được đề nghị bổ nhiệm làm việc theo mẫu quy định tại Phụ lục số 3 ban hành kèm theo Thông tư này.","Remember","2025-06-28T08:09:21.150056Z",1027,8.064,"Hồ sơ đề nghị bổ nhiệm gồm những giấy tờ nào","2025-06-28T08:09:21.150097Z"
75,"1","- Tại khoản 2 Điều 1 Thông tư số 45/2018/TT-BYT, có hiệu lực kể từ ngày 01 tháng 03 năm 2019, sửa đổi bổ sung Thông tư liên tịch số 07/2016/TTLT-BYT-BTC-BLĐTBXH quy định chi tiết Nghị định số 39/2015/NĐ-CP của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đúng chính sách dân số là: 1. Tờ khai đề nghị hỗ trợ kinh phí sinh con đúng chính sách dân số của đối tượng hưởng chính sách hỗ trợ theo Mẫu số 1a ban hành kèm theo Thông tư này đối với đối tượng có số định danh cá nhân và Mẫu số 1b ban hành kèm theo Thông tư này đối với đối tượng chưa có số định danh cá nhân. Thân nhân trực tiếp của đối tượng hưởng chính sách hỗ trợ thực hiện kê khai trong trường hợp đối tượng hưởng chính sách hỗ trợ không biết chữ, sức khỏe yếu, không tự khai được. -Và tại khoản 2 Điều 4 của Thông tư liên tịch số07/2016/TTLT-BYT-BTC-LĐTBXH và của Bộ Y tế, Bộ Tài chính, Bộ Lao động-Thương binh và Xã hội quy định chi tiết Nghị định số 39/2015/NĐ-CP ngày 27/5/2015 của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đún","Apply","2025-06-28T08:09:32.553679Z",1028,10.939,"Hồ sơ xét hưởng chính sách hỗ trợ sinh con đúng chính sách dân số gồm những giấy tờ gì?","2025-06-28T08:09:32.553711Z"
76,"1","Đối tượng của Chương trình Tiêm chủng mở rộng trên toàn quốc bao gồm trẻ em và phụ nữ có thai. Tần suất thực hiện dịch vụ tiêm chủng là hằng tháng. Theo Điều 25 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:09:45.822673Z",1029,12.832,"Phân tích các đối tượng và tần suất thực hiện dịch vụ tiêm chủng trong Chương trình Tiêm chủng mở rộng trên toàn quốc?","2025-06-28T08:09:45.822749Z"
77,"1","Giấy chứng nhận đạt GSP được cấp cho cơ sở nhập khẩu dược liệu, vị thuốc cổ truyền và yêu cầu phải đáp ứng nguyên tắc, tiêu chuẩn Thực hành tốt bảo quản thuốc, nguyên liệu làm thuốc. Theo Điều 16 của Nghị định số 79/2006/NĐ-CP.","Remember","2025-06-28T08:09:55.790238Z",1030,9.614,"Giấy chứng nhận đạt GSP được cấp cho cơ sở kinh doanh nào và yêu cầu nào phải được đáp ứng?","2025-06-28T08:09:55.790275Z"
78,"1","Người hành nghề hoàn thành nhiệm vụ khoa học và công nghệ các cấp, sáng kiến cải tiến kỹ thuật sẽ được cấp giấy chứng nhận theo Phụ lục số II ban hành kèm theo Thông tư này.","Remember","2025-06-28T08:10:17.941522Z",1031,21.701,"Người hành nghề hoàn thành nhiệm vụ khoa học và công nghệ các cấp, sáng kiến cải tiến kỹ thuật sẽ được cấp giấy chứng nhận theo quy định nào?","2025-06-28T08:10:17.941557Z"
79,"1","Theo Điều 2 của Thông tư số 01/2023/TT-BYT, các chức danh chuyên môn được cấp giấy phép hành nghề trong giai đoạn chuyển tiếp đối với người làm việc tại cơ sở khám bệnh, chữa bệnh trực thuộc Bộ Y tế bao gồm bác sỹ y học cổ truyền, bác sỹ với phạm vi hành nghề chuyên khoa y học cổ truyền và y sỹ y học cổ truyền. Trong khi đó, theo Điều 3 của Thông tư số 01/2023/TT-BYT, y, bác sĩ chuyên khoa YHDT có đủ điều kiện hành nghề được cấp giấy phép đăng ký hành nghề khám bệnh, chữa bệnh phù hợp với trình độ chuyên môn ghi trong văn bằng tốt nghiệp.","Apply","2025-06-28T08:10:27.158970Z",1032,8.742,"So sánh và phân tích về các chức danh chuyên môn được cấp giấy phép hành nghề trong giai đoạn chuyển tiếp đối với người làm việc tại cơ sở khám bệnh, chữa bệnh trực thuộc Bộ Y tế?","2025-06-28T08:10:27.159008Z"
80,"1","Điều kiện được cấp Giấy chứng nhận là lương y đối với đối tượng quy định Khoản 5 Điều 1 Thông tư này là có giấy xác nhận đã tham dự lớp bồi dưỡng về y học cổ truyền do viện, bệnh viện y học cổ truyền, Hội Đông y, Hội Châm cứu tỉnh trở lên, các trường chuyên ngành y, dược với tổng thời gian từ đủ 6 tháng trở lên trước khi Thông tư này có hiệu lực và có kinh nghiệm khám bệnh, chữa bệnh bằng phương pháp y học cổ truyền từ đủ 30 năm trở lên, không có sai sót về chuyên môn và được người bệnh tín nhiệm theo Điều 6 của Thông tư này.","Apply","2025-06-28T08:10:47.189145Z",1033,19.594,"Điều kiện được cấp Giấy chứng nhận là lương y đối với đối tượng quy định Khoản 5 Điều 1 Thông tư này là gì?","2025-06-28T08:10:47.189173Z"
81,"1","Theo Điều 15 của Thông tư số 47/2010/TT-BYT, các cơ sở sản xuất thuốc từ dược liệu thành lập mới, bổ sung phạm vi kinh doanh thuốc, hoặc gia hạn giấy chứng nhận đủ điều kiện kinh doanh thuốc phải đáp ứng các nguyên tắc sản xuất thuốc quy định tại Chương II Thông tư này. Trong khi đó, các cơ sở sản xuất thuốc đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh thuốc và Giấy chứng nhận đạt tiêu chuẩn Thực hành tốt sản xuất thuốc (GMP) được nhập khẩu nguyên liệu để sản xuất thuốc của chính doanh nghiệp và bán cho các cơ sở sản xuất thuốc khác theo quy định tại điểm c Khoản 1 Điều 3 Thông tư số 47/2010/TT-BYT.","Analyze","2025-06-28T08:11:07.740197Z",1034,24.784,"Có sự khác biệt giữa các cơ sở sản xuất thuốc đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh thuốc và Giấy chứng nhận đạt tiêu chuẩn Thực hành tốt sản xuất thuốc (GMP) và các cơ sở sản xuất thuốc từ dược liệu không?","2025-06-28T08:13:48.084839Z"
82,"1","Theo Khoản 1 Điều 8 của Thông tư này, Cục Quản lý Dược có trách nhiệm tổng hợp và công bố trên Trang Thông tin điện tử của Cục Quản lý Dược danh sách cơ sở sản xuất trên toàn quốc đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược và/hoặc Giấy chứng nhận GMP; cập nhật tình trạng Giấy chứng nhận đủ điều kiện kinh doanh dược và/hoặc Giấy chứng nhận GMP, tình trạng đáp ứng GMP và các thông tin khác.","Remember","2025-06-28T08:11:15.312569Z",1035,7.059,"Cục Quản lý Dược có trách nhiệm gì trong việc công bố thông tin về các cơ sở sản xuất thuốc từ dược liệu được cấp Giấy chứng nhận đủ điều kiện kinh doanh thuốc và Giấy chứng nhận GMP?","2025-06-28T08:11:15.312610Z"
83,"1","Phối hợp cùng Trung tâm hợp tác chuyên gia và nhân lực y tế với nước ngoài tổ chức thực hiện theo hướng dẫn của Thông tư này; đồng thời chịu trách nhiệm giải quyết các vấn đề phát sinh trước, trong và sau khi công chức, viên chức y tế đi chuyên gia và lao động nước ngoài. Theo Điều 1 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:11:23.326465Z",1036,7.486,"Các cơ quan có thẩm quyền quản lý công chức, viên chức thuộc cấp Bộ, ngành và tỉnh có trách nhiệm gì?","2025-06-28T08:11:23.326501Z"
84,"1","Cơ sở khám bệnh, chữa bệnh có trách nhiệm chỉ định và cung cấp đầy đủ dịch vụ kỹ thuật y tế bảo đảm quyền lợi của người tham gia bảo hiểm y tế. Theo Điều 8 của Thông tư số 35/2016/TT-BYT.","Remember","2025-06-28T08:11:35.084140Z",1037,11.258,"Cơ sở khám bệnh, chữa bệnh có trách nhiệm gì trong việc cung cấp dịch vụ kỹ thuật y tế?","2025-06-28T08:11:35.084177Z"
85,"1","Không, các cơ sở tiêm chủng phải có giấy chứng nhận đủ điều kiện tiêm chủng mới được phép tổ chức chiến dịch tiêm chủng. Theo Điều 12 của Thông tư số 195/2014/TT-BYT, chỉ những cơ sở tiêm chủng được cấp giấy chứng nhận đủ điều kiện tiêm chủng mới được phép thực hiện chiến dịch tiêm chủng.","Understand","2025-06-28T08:11:46.839201Z",1038,11.286,"Liệu các cơ sở tiêm chủng có thể tổ chức chiến dịch tiêm chủng mà không cần giấy chứng nhận đủ điều kiện tiêm chủng không?","2025-06-28T08:11:46.839237Z"
86,"1","1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT.","Remember","2025-06-28T08:11:53.252162Z",1039,5.977,"Các hành vi bị nghiêm cấm trong luật BHYT?","2025-06-28T08:11:53.252199Z"
87,"1","Giấy chứng nhận đạt GSP được cấp cho cơ sở nhập khẩu dược liệu, vị thuốc cổ truyền và trong phạm vi kinh doanh nhập khẩu dược liệu, vị thuốc cổ truyền, theo quy định tại Thông tư số 03/2016/TT-BYT.","Remember","2025-06-28T08:12:06.068965Z",1040,12.383,"Giấy chứng nhận đạt GSP được cấp cho cơ sở kinh doanh nào và trong phạm vi kinh doanh nào?","2025-06-28T08:12:06.068994Z"
88,"1","Tham mưu cho lãnh đạo bệnh viện về hoạt động dinh dưỡng trong bệnh viện, xây dựng, triển khai quy trình kỹ thuật chuyên môn về dinh dưỡng lâm sàng trong bệnh viện,... theo Điều 9 của Thông tư số ... (không rõ số hiệu)","Remember","2025-06-28T08:12:14.453376Z",1041,7.913,"Nhiệm vụ của khoa Dinh dưỡng hoặc bộ phận Dinh dưỡng là gì?","2025-06-28T08:12:14.453408Z"
89,"1","Khi Doanh nghiệp nộp phí bằng hình thức chuyển khoản ngân hàng phải scan lại giấy nộp tiền và đăng lên phần xác nhận nộp phí của Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm. Sau 3 ngày làm việc kế toán sẽ kiểm tra sổ phụ và các thông tin của Doanh nghiệp nộp phí và sẽ xác nhận phí.","Remember","2025-06-28T08:12:29.446861Z",1042,14.562,"Thời gian kiểm tra, xác nhận phí của Doanh nghiệp nộp bằng hình thức chuyển khoản ngân hàng?","2025-06-28T08:12:29.446890Z"
90,"1","Theo đúng phạm vi và thời hạn ghi trên Giấy chứng nhận thực hành tốt bảo quản thuốc. theo quy định tại điểm c Khoản 1 Điều 3 Thông tư số 47/2010/TT-BYT ngày 29/12/2010 của Bộ trưởng Bộ Y tế.","Remember","2025-06-28T08:12:43.108429Z",1043,13.177,"Cơ sở kinh doanh thuốc đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh thuốc hình thức bán buôn và Giấy chứng nhận thực hành tốt bảo quản thuốc được hoạt động nhập khẩu thuốc trong phạm vi và thời hạn nào?","2025-06-28T08:12:43.108464Z"
91,"1","Trong phòng khám thuộc hệ nội, được phép thực hiện các nội dung như khám bệnh, chẩn đoán, điều trị các bệnh thuộc chuyên khoa đã được duyệt. Theo Điều 2 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:12:51.502511Z",1044,7.902,"Diễn giải các nội dung được phép thực hiện trong phòng khám thuộc hệ nội?","2025-06-28T08:12:51.502550Z"
92,"1","Điều kiện để thu thập mẫu bệnh phẩm là người thực hiện việc lấy mẫu bệnh phẩm phải có kỹ năng thu thập mẫu bệnh phẩm, việc thu thập mẫu bệnh phẩm phải bảo đảm an toàn và tránh lây nhiễm đối với người đi lấy mẫu, người cùng làm việc, nhân viên phòng xét nghiệm và người bệnh. Theo Điều 4 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:12:58.450321Z",1045,6.484,"Điều kiện để thu thập mẫu bệnh phẩm là gì?","2025-06-28T08:12:58.450350Z"
93,"1","Cơ sở kinh doanh đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược có kho bảo quản dược liệu đạt GSP sẽ được tiếp tục hoạt động bảo quản dược liệu xuất nhập khẩu đến hết 03 (ba) năm kể từ ngày công bố trên Trang thông tin điện tử của Cục Quản lý Y, Dược cổ truyền, trong khi cơ sở kinh doanh chưa được cấp giấy chứng nhận phải đáp ứng các điều kiện cấp giấy chứng nhận đủ điều kiện kinh doanh thuốc có phạm vi kinh doanh dược liệu. Theo Điều 4 của Thông tư số 03/2016/TT-BYT.","Analyze","2025-06-28T08:13:17.071765Z",1046,18.165,"Sự khác biệt giữa cơ sở kinh doanh đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược có kho bảo quản dược liệu đạt GSP và cơ sở kinh doanh chưa được cấp giấy chứng nhận là gì?","2025-06-28T08:13:17.071792Z"
94,"1","Thẩm quyền cấp Giấy chứng sinh là Bệnh viện đa khoa có khoa sản; Bệnh viện chuyên khoa phụ sản, Bệnh viện sản - nhi; Nhà hộ sinh; Trạm y tế cấp xã; Các cơ sở khám bệnh, chữa bệnh hợp pháp khác được phép cung cấp dịch vụ đỡ đẻ. theo Điều 2 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:14:04.966922Z",1047,6.061,"Thẩm quyền cấp Giấy chứng sinh là gì?","2025-06-28T08:14:04.966951Z"
95,"1","Hoạt động hỗ trợ chuyên môn trong nghiên cứu thử nghiệm lâm sàng bao gồm xây dựng, phát triển đề cương nghiên cứu và các tài liệu nghiên cứu; dán nhãn sản phẩm nghiên cứu theo đúng tiêu chuẩn, quy định hiện hành; đánh giá, lựa chọn cơ sở nghiên cứu và nghiên cứu viên đủ tiêu chuẩn; chuẩn bị hồ sơ, tài liệu trình các cơ quan có thẩm quyền thẩm định nghiên cứu; lựa chọn cán bộ đủ tiêu chuẩn để giám sát nghiên cứu; triển khai và duy trì các hệ thống chất lượng; khảo sát đánh giá cơ sở trước khi bắt đầu nghiên cứu, giám sát khởi động nghiên cứu, giám sát định kỳ theo lịch trình và giám sát kết thúc nghiên cứu; cung cấp, cập nhật các thông tin phù hợp cho các nghiên cứu viên; giám sát quản lý sản phẩm nghiên cứu tại cơ sở nghiên cứu; tham dự đầy đủ các đợt thanh tra, kiểm tra, giám sát nghiên cứu; đánh giá tính an toàn và báo cáo các biến cố bất lợi. Theo Điều 15 của Thông tư số .../TT-BYT.","Remember","2025-06-28T08:14:14.689200Z",1048,9.284,"Hoạt động hỗ trợ chuyên môn trong nghiên cứu thử nghiệm lâm sàng bao gồm những nội dung nào?","2025-06-28T08:14:14.689227Z"
96,"1","Thủ tục cấp giấy đăng ký lưu hành thuốc gia công, thuốc chuyển giao công nghệ được quy định trong trường hợp thuốc đặt gia công, thuốc trước chuyển giao công nghệ đã có giấy đăng ký lưu hành tại Việt Nam còn hiệu lực tại thời điểm nộp hồ sơ. Theo Điều 17 của Thông tư này.","Remember","2025-06-28T08:14:30.497800Z",1049,15.361,"Thủ tục cấp, gia hạn, thay đổi, bổ sung giấy đăng ký lưu hành thuốc gia công, thuốc chuyển giao công nghệ được quy định như thế nào?","2025-06-28T08:14:30.497828Z"
97,"1","Cấp mới, cấp lại, điều chỉnh, gia hạn giấy phép hành nghề trong giai đoạn chuyển tiếp đối với người làm việc tại cơ sở khám bệnh, chữa bệnh trực thuộc Bộ Y tế, nộp hồ sơ đề nghị cấp giấy phép hành nghề từ ngày 01 tháng 01 năm 2024 đến thời điểm kiểm tra đánh giá năng lực hành nghề. Theo Điều 2 của Thông tư số 35/2016/TT-BYT.","Remember","2025-06-28T08:14:38.516953Z",1050,7.565,"Phân cấp giải quyết thủ tục hành chính trong lĩnh vực khám bệnh, chữa bệnh thuộc thẩm quyền của Bộ Y tế cho Cục Quản lý Y, Dược cổ truyền là gì?","2025-06-28T08:14:38.516993Z"
98,"1","Theo Điều 14 của Thông tư số .../TT-BYT, tài liệu chứng minh nguồn gốc của dược liệu nhập khẩu bao gồm Giấy chứng nhận nguồn gốc, xuất xứ, Giấy chứng nhận chất lượng và Phiếu kiểm nghiệm. Trong khi đó, tài liệu chứng minh cơ sở đạt Thực hành tốt nuôi trồng, thu hái dược liệu, khai thác dược liệu tự nhiên bao gồm tài liệu chứng minh cơ sở đạt Thực hành tốt nuôi trồng, thu hái dược liệu, khai thác dược liệu tự nhiên. Hai loại tài liệu này khác nhau về nội dung và mục đích.","Analyze","2025-06-28T08:14:48.796936Z",1051,9.795,"Tài liệu chứng minh nguồn gốc của dược liệu nhập khẩu và tài liệu chứng minh cơ sở đạt Thực hành tốt nuôi trồng, thu hái dược liệu, khai thác dược liệu tự nhiên có gì khác nhau?","2025-06-28T08:14:48.796972Z"
99,"1","Theo Điều 5 của Thông tư số 195/2014/TT-BYT, một thiết bị y tế sản xuất trong nước cần phải đạt tiêu chuẩn chất lượng (tối thiểu là tiêu chuẩn cơ sở - TC), qua thử nghiệm lâm sàng tại một số cơ sở y tế và có xác nhận kết quả hợp pháp. Những thiết bị, dụng cụ có tiếp xúc trực tiếp với cơ thể con người phải được các cơ quan kiểm nghiệm hợp pháp xác nhận chất lượng và độ an toàn.","Understand","2025-06-28T08:15:11.066496Z",1052,21.785,"Một thiết bị y tế sản xuất trong nước cần phải đạt những yêu cầu nào để được phép kinh doanh?","2025-06-28T08:15:11.066542Z"
100,"1","Có, theo Điều 1 của Thông tư số 195/2014/TT-BYT, dịch vụ tiêm chủng có thể được thực hiện tại nhà.","Understand","2025-06-28T08:15:19.153702Z",1053,7.539,"Một người mẹ có thai muốn tiêm chủng tại nhà, liệu có được không?","2025-06-28T08:15:19.153733Z"
101,"1","Giấy chứng nhận hết hạn; giấy chứng nhận bị mất hoặc hư hỏng; thay đổi người phụ trách hoặc nhân viên trực tiếp thực hiện kỹ thuật xét nghiệm HIV; thay đổi về vị trí cơ sở xét nghiệm; bổ sung kỹ thuật xét nghiệm HIV; giấy chứng nhận bị thu hồi. Theo Điều 20 của Thông tư số 15/2023/TT-BYT.","Remember","2025-06-28T08:15:37.356835Z",1054,17.699,"Các trường hợp cấp lại giấy chứng nhận phòng xét nghiệm khẳng định HIV?","2025-06-28T08:15:37.356873Z"
102,"1","Bảo hiểm xã hội Việt Nam tổ chức thực hiện, thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế theo quy định của pháp luật về bảo hiểm y tế và Thông tư số 35/2016/TT-BYT.","Remember","2025-06-28T08:15:44.893361Z",1055,7.073,"Cơ quan nào tổ chức thực hiện, thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế?","2025-06-28T08:15:44.893389Z"
103,"1","Theo Điều 17 của Thông tư số 195/2014/TT-BYT, trường hợp cơ sở đề nghị cấp Giấy chứng nhận dược liệu đạt GACP-WHO thay cho Phiếu tiếp nhận Bản công bố dược liệu sản xuất theo GACP-WHO còn hiệu lực, cơ sở thực hiện việc cấp lại Giấy chứng nhận dược liệu đạt GACP-WHO theo quy định tại Điều 17 Thông tư này.","Remember","2025-06-28T08:15:48.667757Z",1056,3.398,"Việc cấp lại Giấy chứng nhận dược liệu đạt GACP-WHO có liên quan gì đến Phiếu tiếp nhận Bản công bố dược liệu sản xuất theo GACP-WHO?","2025-06-28T08:15:48.667788Z"
104,"1","Theo Điều 25 của Thông tư số 195/2014/TT-BYT, trước tiêm chủng, nhân viên y tế cần phải khám sàng lọc, tư vấn trước tiêm chủng và cho đối tượng tiêm chủng hoặc cha, mẹ, người giám hộ của trẻ xem lọ vắc xin trước khi tiêm chủng.","Remember","2025-06-28T08:19:30.473277Z",1057,221.389,"Trong quá trình tiêm chủng, nhân viên y tế cần phải làm gì để đảm bảo an toàn cho người được tiêm chủng?","2025-06-28T08:19:30.473303Z"
105,"1","Theo Điều 11 của Thông tư số 195/2014/TT-BYT, phòng xét nghiệm và bệnh viện phải thực hiện vệ sinh môi trường và an toàn sinh học. Cụ thể, phòng xét nghiệm phải có hệ thống thu gom xử lý nước thải phòng lý hóa hoặc quy định về thu gom và xử lý tại chỗ chất thải lỏng, còn bệnh viện phải tổ chức thực hiện, kiểm tra vệ sinh môi trường theo đúng quy định, bảo đảm chất lượng môi trường nước, môi trường bề mặt, môi trường không khí cho từng khu vực theo quy định của Bộ Y tế và các quy chuẩn kỹ thuật quốc gia.","Analyze","2025-06-28T08:19:46.095736Z",1058,13.921,"So sánh các yêu cầu về vệ sinh môi trường và an toàn sinh học trong phòng xét nghiệm và bệnh viện?","2025-06-28T08:19:46.095772Z"
